12/2/13 5:30:24 PM EST,2211,39.3,768
12/2/13 5:30:24 PM EST,2212,39.3,767
12/2/13 5:30:24 PM EST,2213,39.3,762
12/2/13 5:30:24 PM EST,2214,39.3,768
12/2/13 5:30:24 PM EST,2215,39.3,760
12/2/13 5:30:24 PM EST,2216,39.3,778
12/2/13 5:30:24 PM EST,2217,39.3,767
12/2/13 5:30:24 PM EST,2218,39.3,787
12/2/13 5:30:24 PM EST,2219,39.3,762
12/2/13 5:30:24 PM EST,2220,39.3,765
12/2/13 5:30:24 PM EST,2221,39.3,782
12/2/13 5:30:24 PM EST,2222,39.3,761
12/2/13 5:30:24 PM EST,2223,39.3,764
12/2/13 5:30:24 PM EST,2224,39.3,772
12/2/13 5:30:24 PM EST,2225,39.3,760
12/2/13 5:30:24 PM EST,2226,39.3,770
12/2/13 5:30:24 PM EST,2227,39.3,763
12/2/13 5:30:24 PM EST,2228,39.3,776
12/2/13 5:30:24 PM EST,2229,39.3,772
12/2/13 5:30:24 PM EST,2230,39.3,773
12/2/13 5:30:24 PM EST,2231,39.3,777
12/2/13 5:30:24 PM EST,2232,39.3,763
12/2/13 5:30:24 PM EST,2233,39.3,783
12/2/13 5:30:24 PM EST,2234,39.3,784
12/2/13 5:30:24 PM EST,2235,39.3,770
12/2/13 5:30:24 PM EST,2236,39.3,760
12/2/13 5:30:24 PM EST,2237,39.3,761
12/2/13 5:30:24 PM EST,2238,39.3,775
12/2/13 5:30:24 PM EST,2239,39.3,773
12/2/13 5:30:24 PM EST,2240,39.3,761
12/2/13 5:30:24 PM EST,2241,39.3,773
12/2/13 5:30:24 PM EST,2242,39.3,769
12/2/13 5:30:24 PM EST,2243,39.3,770
12/2/13 5:30:24 PM EST,2244,39.3,767
12/2/13 5:30:24 PM EST,2245,39.3,772
12/2/13 5:30:24 PM EST,2246,39.3,763
12/2/13 5:30:24 PM EST,2247,39.3,775
12/2/13 5:30:24 PM EST,2248,39.3,756
12/2/13 5:30:24 PM EST,2249,39.3,765
12/2/13 5:30:24 PM EST,2250,39.3,778
