12/3/13 3:19:59 PM EST,2211,659
12/3/13 3:19:59 PM EST,2212,660
12/3/13 3:19:59 PM EST,2213,653
12/3/13 3:19:59 PM EST,2214,661
12/3/13 3:19:59 PM EST,2215,654
12/3/13 3:19:59 PM EST,2216,672
12/3/13 3:19:59 PM EST,2217,659
12/3/13 3:19:59 PM EST,2218,680
12/3/13 3:19:59 PM EST,2219,652
12/3/13 3:19:59 PM EST,2220,656
12/3/13 3:19:59 PM EST,2221,677
12/3/13 3:19:59 PM EST,2222,650
12/3/13 3:19:59 PM EST,2223,651
12/3/13 3:19:59 PM EST,2224,662
12/3/13 3:19:59 PM EST,2225,651
12/3/13 3:19:59 PM EST,2226,663
12/3/13 3:19:59 PM EST,2227,654
12/3/13 3:19:59 PM EST,2228,669
12/3/13 3:19:59 PM EST,2229,660
12/3/13 3:19:59 PM EST,2230,666
12/3/13 3:19:59 PM EST,2231,667
12/3/13 3:19:59 PM EST,2232,654
12/3/13 3:19:59 PM EST,2233,674
12/3/13 3:19:59 PM EST,2234,674
12/3/13 3:19:59 PM EST,2235,658
12/3/13 3:19:59 PM EST,2236,649
12/3/13 3:19:59 PM EST,2237,649
12/3/13 3:19:59 PM EST,2238,667
12/3/13 3:19:59 PM EST,2239,666
12/3/13 3:19:59 PM EST,2240,650
12/3/13 3:19:59 PM EST,2241,660
12/3/13 3:19:59 PM EST,2242,654
12/3/13 3:19:59 PM EST,2243,658
12/3/13 3:19:59 PM EST,2244,659
12/3/13 3:19:59 PM EST,2245,660
12/3/13 3:19:59 PM EST,2246,651
12/3/13 3:19:59 PM EST,2247,663
12/3/13 3:19:59 PM EST,2248,642
12/3/13 3:19:59 PM EST,2249,655
12/3/13 3:19:59 PM EST,2250,666
